gene_id,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X76_C,X81_C,K_C,N_C,S_C,DS1_X
MSMO1,6307,methylsterol monooxygenase 1,1099.2065192049695,-1.2197225394520121,0.2600564370472022,-4.690222450562234,2.7290818692027213e-6,2.275661861914269e-4,656,752,1584,1248,1817,607
CAPN2,824,calpain 2,169.81477517087973,7.181622007250007,1.536893821804868,4.672815978150131,2.9709794179842893e-6,2.4612828191326994e-4,132,234,0,7,0,667
TARS2,80222,"threonyl-tRNA synthetase 2, mitochondrial",1863.6579089318645,-0.7166568278066952,0.1537174264726322,-4.66217034887901,3.1289202604693414e-6,2.5588951719915295e-4,1544,1403,2266,2295,2441,1356
SYT2,127833,synaptotagmin 2,62.062973643355114,9.40868610878164,2.0177845573029503,4.6628794311706185,3.1181545430453883e-6,2.5588951719915295e-4,16,134,0,0,0,230
CPNE3,8895,copine 3,2158.423444729701,1.6945783606365803,0.36433606784852707,4.6511408289697584,3.3010379899646014e-6,2.6824613169406617e-4,3012,3831,822,1501,753,3222
MTMR10,54893,myotubularin related protein 10,2362.3477009973235,-1.2266469457297926,0.2639763595337866,-4.646806054512592,3.371138347419741e-6,2.722087533948168e-4,1704,1483,3637,3547,2817,1127
LPAR6,10161,lysophosphatidic acid receptor 6,892.1091676854691,2.758320892934062,0.5965074634254763,4.624117990233107,3.7619569307727354e-6,3.0185563850816704e-4,1372,1866,215,85,395,1506
RGPD8,727851,RANBP2 like and GRIP domain containing 8,269.2943943034987,4.160955895889442,0.9003238385521211,4.621621374127992,3.807524611247427e-6,3.036024936893417e-4,485,253,7,58,21,822
STAB1,23166,stabilin 1,193.83982203357778,8.607281778320528,1.864003263074332,4.617632355495126,3.881431182914416e-6,0.00030757328591069633,915,250,3,0,0,11
PILRA,29992,paired immunoglobin like type 2 receptor alpha,58.720284114475746,3.851373267763428,0.8379303273135387,4.596292964011926,4.300738938156439e-6,3.386964652654312e-4,176,66,11,6,6,93
SLC25A15,10166,solute carrier family 25 member 15,1348.2585368111386,-1.1862302896198667,0.2584492229721105,-4.589800178071628,4.436705339642286e-6,3.4684651348345925e-4,932,900,1917,2128,1614,679
HSBP1L1,440498,heat shock factor binding protein 1 like 1,143.20321092041908,6.031377694034547,1.3143771527338115,4.588772470283517,4.458600737677325e-6,3.4684651348345925e-4,465,99,0,11,2,297
THOC3,84321,THO complex subunit 3,5629.960680758419,-0.8027543665758925,0.1750048396604544,-4.587040953458213,4.495725177700788e-6,3.476149201036767e-4,4337,4277,8186,6330,7115,3906
SLC41A3,54946,solute carrier family 41 member 3,1115.35534139263,0.9097844511526327,0.1987339653870682,4.577901162394022,4.696644981266441e-6,3.609626305481762e-4,1497,1421,817,671,854,1526
PECAM1,5175,platelet and endothelial cell adhesion molecule 1,2168.4041234204633,5.765194616739031,1.2597867746410378,4.576325718597704,4.7321358183534144e-6,3.61512507608101e-4,6393,4069,13,2,222,2516
POU4F1,5457,POU class 4 homeobox 1,1592.5060671270342,14.089988210759692,3.088666415814823,4.56183553478455,5.070836117584083e-6,3.850817094532008e-4,3,4412,0,0,0,5330
ADORA2B,136,adenosine A2b receptor,58.75155861143524,9.329550766965196,2.0587526741160986,4.5316520455623595,5.852419123304562e-6,4.4180569926106277e-4,271,21,0,0,0,66
GJB6,10804,gap junction protein beta 6,45.173485104854585,8.950391642738351,1.9764822863884761,4.528445159553106,5.941929787861944e-6,4.459243543149569e-4,141,113,0,0,0,21
ASMTL,8623,acetylserotonin O-methyltransferase like,2353.509221169362,-1.2375207415187441,0.2735595828121503,-4.523770393262125,6.074762471237755e-6,4.532270152517619e-4,1738,1437,3717,2833,3440,1100
SLC37A2,219855,solute carrier family 37 member 2,466.92506145090886,4.259909525799591,0.9462997132665911,4.501649388748669,6.742814660276028e-6,5.001443571848929e-4,2172,319,39,42,59,210
ARPC1A,10552,actin related protein 2/3 complex subunit 1A,2427.75175335396,-0.7852457185403764,0.1745702678355168,-4.498164139154835,6.854277155290299e-6,5.054732251282869e-4,1965,1832,3382,2960,2943,1643
CHRDL1,91851,chordin like 1,138.12231227785136,-10.57734174978456,2.3582236141173327,-4.485300582380772,7.2811216929291045e-6,5.338652330941926e-4,0,0,3,751,78,0
PREX1,57580,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",8340.65353766323,1.0208940763668721,0.22795591673301308,4.478471500095194,7.517940506977873e-6,5.480793427887069e-4,11722,12447,5843,4409,6394,9923
CPEB2,132864,cytoplasmic polyadenylation element binding protein 2,903.2938192022106,-4.074763577578502,0.9103269863650102,-4.47615377618242,7.5999754155204166e-6,5.509118542682356e-4,117,78,2956,156,2050,114
HSPG2,3339,heparan sulfate proteoglycan 2,610.3035345697706,3.8133852775397314,0.8534644035399991,4.468124577571806,7.890834980691345e-6,5.687642524500575e-4,662,262,66,67,112,2569
CD200,4345,CD200 molecule,190.34485838301697,5.033041564988515,1.128256418900523,4.460902221051111,8.16153240816023e-6,5.84970957659035e-4,582,206,3,29,2,339
CSE1L,1434,chromosome segregation 1 like,7315.342847294496,-0.9321775105883102,0.2093529456765855,-4.452660112212441,8.481295265693628e-6,6.04493659216309e-4,5867,5346,10173,9808,9025,4132
ECT2,1894,epithelial cell transforming 2,1735.3944165566372,-1.2649295463654886,0.2847114303351673,-4.442847780562906,8.877597404402667e-6,6.29224376029829e-4,1127,1225,2273,2759,2372,758
C1QTNF4,114900,C1q and TNF related 4,277.9854440880142,5.936731220912317,1.3394529042728232,4.432206016332701,9.32738308153988e-6,6.574516759905294e-4,1226,9,8,6,13,433
SIGLEC9,27180,sialic acid binding Ig like lectin 9,55.183759123653594,5.541299172140066,1.2510103042861742,4.429459256374334,9.446965778524198e-6,6.622219197934709e-4,208,81,1,5,1,40
BMF,90427,Bcl2 modifying factor,1909.8963325202456,2.9967845814488157,0.6774276258628033,4.423770845825739,9.699289970895487e-6,6.761942155665827e-4,4421,4922,392,242,652,992
EXO1,9156,exonuclease 1,1933.0576875024312,-0.81117629366648,0.18375482838036622,-4.414448865459866,1.0126764807941852e-5,7.021590511941421e-4,1250,1401,2450,2500,2491,1635
NFIX,4784,nuclear factor I X,2840.17470926922,2.1037015951854796,0.4776827006586726,4.403972746521286,1.062863015295569e-5,7.18644579044199e-4,2730,3530,805,1179,1255,7839
CD14,929,CD14 molecule,99.78127134572294,7.226929658285204,1.6406344865398435,4.4049602258008465,1.0580328891671032e-5,7.18644579044199e-4,347,247,3,1,0,9
ZFP36L2,678,ZFP36 ring finger protein like 2,14663.94440526793,1.6209884185412982,0.36806979903297343,4.404024516002418,1.062609269502646e-5,7.18644579044199e-4,23849,14884,9972,5748,6031,28885
TPI1,7167,triosephosphate isomerase 1,21907.21826925431,-1.7638440553571384,0.4005445435808458,-4.403615237367788,1.0646169104824706e-5,7.18644579044199e-4,13969,5130,31082,33622,37572,11332
RGL1,23179,ral guanine nucleotide dissociation stimulator like 1,2555.6224880545537,2.9141632027081488,0.6612993749118411,4.406723056553079,1.0494622945680815e-5,7.18644579044199e-4,7116,3499,1022,601,186,3142
HECW1,23072,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",767.430068121054,5.86509674560906,1.3329510547979166,4.400084102486602,1.0820893143866619e-5,7.265944985760544e-4,1950,2032,11,67,0,614
HLA-A,3105,"major histocompatibility complex, class I, A",34014.05865170954,1.4970854672306746,0.34037009373802335,4.398404838654697,1.0904942223363492e-5,7.284044653700076e-4,62731,37831,20396,21559,11797,52769
ARHGEF10,9639,Rho guanine nucleotide exchange factor 10,528.7245384645549,4.158878033458143,0.9496091385072037,4.379568250570911,1.1891467451562457e-5,7.901632382658013e-4,347,1778,19,127,23,931
EXOSC10,5394,exosome component 10,4887.673592226544,-0.6148679397385833,0.14064620625864455,-4.371734980237276,1.2326309196079263e-5,8.148137446817577e-4,4125,4068,5759,5937,6173,3590
FDPS,2224,farnesyl diphosphate synthase,5515.475998908299,-0.9118346789838406,0.20865708532604565,-4.370015413370775,1.2423776685462336e-5,8.170234172841676e-4,4353,3588,8081,5963,7727,3742
ACAT2,39,acetyl-CoA acetyltransferase 2,2820.126381756554,-0.6861145802245164,0.15736283001801094,-4.360080332477417,1.3001470505733698e-5,8.506295421135924e-4,2233,2127,3250,3356,3905,2239
RABL2A,11159,"RAB, member of RAS oncogene family like 2A",417.43755524780147,1.474065336379992,0.33818573073080965,4.358744921598493,1.3081047126100945e-5,8.514693838509992e-4,587,545,267,173,228,743
SNX22,79856,sorting nexin 22,615.1004425428453,-2.8003700746359117,0.6440193927288523,-4.3482697978551945,1.3721574205037272e-5,8.886286482632767e-4,183,66,870,640,1743,223
ASB9,140462,ankyrin repeat and SOCS box containing 9,69.58614285354923,9.573746502915458,2.219937800822266,4.31261925418331,1.6133181171050424e-5,0.001039530936263946,66,9,0,0,0,352
ELK3,2004,ETS transcription factor ELK3,2038.2687848031496,2.441901941083607,0.5677269483142564,4.301190824804621,1.6988268201840915e-5,0.0010891272649200322,4481,1941,893,756,265,4092
PTGR1,22949,prostaglandin reductase 1,243.2726832634682,6.256048102656433,1.4595569140213385,4.286265264860354,1.817020054560894e-5,0.0011590770928043943,108,15,12,4,3,1352
UBC,7316,ubiquitin C,35083.50115635664,0.5707136023290351,0.1333516942646234,4.2797626642561415,1.8709271736670248e-5,0.0011875268100320349,39457,45195,29943,26317,29062,43349
SLAMF7,57823,SLAM family member 7,90.60027184406779,7.503832984706741,1.7551025517153553,4.27543847929162,1.907614741204304e-5,0.0012048192509051738,468,77,1,1,1,3
SH2B2,10603,SH2B adaptor protein 2,463.652561495628,-1.729206161108034,0.404559485829212,-4.274293946077518,1.917439360098697e-5,0.0012050586874945406,227,196,627,1014,510,233
ACLY,47,ATP citrate lyase,17190.268762433527,-0.9423097659534736,0.22080565707329503,-4.267597934054198,1.9758903625752505e-5,0.0012296784997919534,10585,14688,21908,20956,25473,10632
SLC39A8,64116,solute carrier family 39 member 8,3033.702254248105,-1.1046795283189028,0.2588016034892789,-4.268441591648273,1.9684335376235812e-5,0.0012296784997919534,2372,1439,4292,4204,4018,2068
PCK2,5106,"phosphoenolpyruvate carboxykinase 2, mitochondrial",2691.893533240257,-1.4212458229277631,0.33333201711379495,-4.2637543048934585,2.0102047708946817e-5,0.0012449607993725413,1510,1332,3823,5363,2651,1627
F13A1,2162,coagulation factor XIII A chain,725.9964129841098,6.8412350592403834,1.6051323803839856,4.262100212322549,2.025145847317905e-5,0.00124815510725033,1468,2762,37,1,0,150
ABCA9,10350,ATP binding cassette subfamily A member 9,124.78374736912991,8.556445046315046,2.00884061279666,4.259394693540653,2.049812410162392e-5,0.0012572839773486442,696,45,2,0,0,16
MAF,4094,MAF bZIP transcription factor,81.54032232812686,6.609956522531729,1.5530815916117802,4.256026572095256,2.0809198634585163e-5,0.0012702572066030503,89,121,0,0,5,284
KMT2E,55904,lysine methyltransferase 2E (inactive),8996.77720900432,0.7390876065052662,0.17374076442144815,4.253967737314885,2.1001557364788692e-5,0.0012758946136189244,12645,10210,6700,7468,6198,11489
HLA-B,3106,"major histocompatibility complex, class I, B",46540.55732258092,1.156599281897335,0.27232924862780755,4.247062288480293,2.1659175856682044e-5,0.0013096102634101872,77003,57532,24831,37853,24360,61547
FOSL2,2355,"FOS like 2, AP-1 transcription factor subunit",2756.3257148443768,2.2864316428147458,0.5387415686062268,4.244023064212311,2.1954777206991114e-5,0.00132122192267355,2733,8396,1090,692,1053,2817
PRMT2,3275,protein arginine methyltransferase 2,2487.3476970114225,0.8088582640071734,0.19102243893423962,4.234362562429782,2.2920090720278207e-05,0.0013728381099028608,3599,2743,1849,1895,1718,3325
ERICH3,127254,glutamate rich 3,88.26484256598216,8.052906681703321,1.903787178362929,4.229940601148514,2.3375302519871728e-5,0.0013935612595725397,148,384,1,1,0,3
ZDHHC1,29800,zinc finger DHHC-type containing 1,58.0226583363549,9.311555243970187,2.2030178050862914,4.22672718417065,2.3711486161663997e-5,0.0014070285602349269,6,160,0,0,0,189
AGRN,375790,agrin,1066.1345005690296,3.049889309500383,0.7222957616651313,4.222493708767412,2.4161414507265332e-5,0.001427089473535607,1473,502,239,262,193,3852
HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase,4667.405644370711,-1.0326184640333853,0.24479702373033085,-4.218263965377786,2.4619050595019042e-5,0.001440779116932353,2935,3774,6509,5288,7154,2641
LGALS3,3958,galectin 3,164.77149600156702,8.955887936980051,2.123034804974435,4.218436700140625,2.460020118833986e-5,0.001440779116932353,945,54,1,1,0,1
MCM10,55388,minichromosome maintenance 10 replication initiation factor,3508.7322820476597,-0.786100883824918,0.1865636434279471,-4.2135802527276365,2.513542186356937e-5,0.001464281790572685,2235,2728,4226,4833,4360,2902
PDCD5,9141,programmed cell death 5,2180.7174596216555,-0.7187568021410943,0.17077409728963874,-4.2088162874142325,2.567119990062666e-5,0.0014886962196917952,1541,1772,2605,3006,2585,1719
RIBC2,26150,RIB43A domain with coiled-coils 2,82.64235299770769,9.821814434749976,2.3378020378730615,4.201302880070157,2.6538326046837494e-5,0.001525116953628616,3,102,0,0,0,402
ITGA6,3655,integrin subunit alpha 6,3088.1378989040604,4.2934352678063625,1.021895918976763,4.201440859168351,2.652215369095775e-5,0.001525116953628616,10415,2879,14,388,503,4626
LHX1,3975,LIM homeobox 1,31.382881672640725,8.4249433084781,2.0134413505504236,4.184349996673574,2.8598321177033905e-5,0.0016361317559488726,63,24,0,0,0,105
SLC35E2B,728661,solute carrier family 35 member E2B,4980.654592293773,0.9992985623731627,0.23895295946501682,4.181988641657573,2.8897040936849865e-5,0.0016458412869300473,6508,5793,4026,2890,3123,7978
ZNF492,57615,zinc finger protein 492,83.80498922791772,4.937570515612838,1.1829954756422525,4.173786474485215,2.995785461606294e-5,0.0016546972015194904,143,229,0,6,10,123
USP43,124739,ubiquitin specific peptidase 43,456.0905797807302,-1.9629954158217335,0.47031744500582207,-4.173766966686583,2.996042119070405e-5,0.0016546972015194904,194,121,916,491,788,254
ACACA,31,acetyl-CoA carboxylase alpha,4049.3024735447416,-0.9986077521624265,0.23912020198687886,-4.1761747600782915,2.9645209942840932e-5,0.0016546972015194904,2757,3217,4631,5507,6170,2266
MUC20,200958,"mucin 20, cell surface associated",404.454184175164,4.4799494699335565,1.072458525809582,4.177270600326212,2.9502796375143883e-5,0.0016546972015194904,196,463,55,5,45,1714
TUBG1,7283,tubulin gamma 1,2708.8045543235603,-0.8543215943882719,0.2044540418911861,-4.178550771047884,2.9337251066515394e-5,0.0016546972015194904,2272,1930,3423,3316,3802,1684
SCD,6319,stearoyl-CoA desaturase,8581.652993725085,-3.0305066000599767,0.7259378344878468,-4.174608976260366,2.9849830801836454e-5,0.0016546972015194904,2878,2334,6150,23952,16054,485
MAGED4B,81557,MAGE family member D4B,219.66838803756232,-10.283857533130188,2.4630295430484597,-4.175287934387499,2.976093842430059e-5,0.0016546972015194904,0,0,497,0,832,1
KANK1,23189,KN motif and ankyrin repeat domains 1,538.6436506044794,4.997170709335017,1.1983579994137428,4.170014896866978,3.0457972902401948e-5,0.0016749259409001899,1895,979,28,1,70,306
ARL10,285598,ADP ribosylation factor like GTPase 10,600.0014339715254,4.896136507656241,1.1750077079658248,4.166897352641576,3.0877344833381646e-5,0.0016907002806192404,142,909,92,7,19,2507
VWA8,23078,von Willebrand factor A domain containing 8,1441.809697351842,-0.8616880698210301,0.20702374237985957,-4.162266897097982,3.1510374268376546e-5,0.001717988696222,884,1135,1844,1744,2033,1106
SMOX,54498,spermine oxidase,189.4341857664978,3.5180559813361287,0.8468170090052671,4.154446526137558,3.260758598886991e-5,0.0017702450299829885,545,303,18,12,62,214
KCNE3,10008,potassium voltage-gated channel subfamily E regulatory subunit 3,27.546935698615147,7.266353680679057,1.7498592576309968,4.152536067681482,3.288109099965447e-5,0.0017775294871762363,88,36,0,0,1,43
NRP1,8829,neuropilin 1,1222.8088633241116,6.41069317142619,1.5485654196958876,4.139762576310882,3.47665455447794e-5,0.0018636621347071242,4183,2447,2,0,84,729
SCHIP1,29970,schwannomin interacting protein 1,189.75483327284468,6.692257095427076,1.6174472608366948,4.137542693024325,3.510451459456314e-5,0.001873905427604337,755,12,2,0,9,380
PPP3R1,5534,"protein phosphatase 3 regulatory subunit B, alpha",3726.17509392705,-0.5715296156890894,0.13839837704784796,-4.129597672171377,3.633985977918796e-5,0.0019277334713630133,2972,3175,4233,4379,4849,3002
SPOCK2,9806,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",537.0987734096637,5.102095219164505,1.2356367898270106,4.129122134570628,3.641509379201178e-5,0.0019277334713630133,1321,879,84,1,7,985
MT1H,4496,metallothionein 1H,524.1397233989104,-7.636077605110948,1.853803941550901,-4.11913980435416,3.8028937639749706e-5,0.0020048478777187056,6,5,218,2923,0,5
C17orf58,284018,chromosome 17 open reading frame 58,286.5394645426217,-2.0484922014706872,0.497445032675486,-4.118027253087568,3.821295143028795e-5,0.002006258577562196,134,144,435,552,407,62
PLK4,10733,polo like kinase 4,2285.655406083005,-0.7300767288292529,0.1776797889608552,-4.108946397893892,3.974683081005822e-5,0.002069755377447848,1683,1616,2925,2604,3090,1951
TCP11L2,255394,t-complex 11 like 2,245.55230989080627,3.0282066858954266,0.737332424115331,4.106976157367203,4.008725909069874e-5,0.002078996957232254,681,126,55,61,46,529
PNMA3,29944,PNMA family member 3,68.05055118917754,9.541550083699589,2.3262515974020275,4.101684484324762,4.1015330298639066e-5,0.002118516534210677,11,25,0,0,0,382
PPM1G,5496,"protein phosphatase, Mg2+/Mn2+ dependent 1G",10668.729525725379,-0.5406538479962575,0.132425453480276,-4.08270339113307,4.451482316633434e-5,0.002290000459500377,9058,9231,13012,11908,13292,8237
WDR49,151790,WD repeat domain 49,37.50708428328755,3.8187513908669737,0.937182372348891,4.074715342005326,4.607066537808618e-5,0.002360520276681219,90,33,4,5,6,91
CDS2,8760,CDP-diacylglycerol synthase 2,2901.0395990169122,0.8573936287137606,0.21078603443025717,4.067601684481837,4.7499483301982684e-5,0.00242399363186678,4410,3261,2317,1923,1996,3739
WBP2NL,164684,WBP2 N-terminal like,38.97942911097053,7.769753512667353,1.91271345924641,4.062162826902759,4.8620143773339844e-5,0.0024712979851006763,23,36,0,1,0,179
